Federal Provider Number,Provider Name,Provider State,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Location,Processing Date
175474,CHAPMAN VALLEY MANOR,KS,5,,5,,5,,5,,5,,"1009 N MARSHALL
CHAPMAN, KS 67431
(38.976729, -97.019495)",02/01/2017
155651,HOMEVIEW CENTER OF FRANKLIN,IN,4,,4,,3,,3,,4,,"651 SOUTH STATE STREET
FRANKLIN, IN 46131
(39.473889, -86.045595)",02/01/2017
165266,HOLY SPIRIT RETIREMENT HOME,IA,4,,3,,4,,4,,4,,"1701 WEST 25TH STREET
SIOUX CITY, IA 51103
(42.515761, -96.430456)",02/01/2017
165152,HARMONY HOUSE HEALTH CARE CENT,IA,3,,2,,2,,4,,3,,"2950 WEST SHAULIS ROAD
WATERLOO, IA 50701
(42.442983, -92.415707)",02/01/2017
155773,TERRACE AT SOLARBRON THE,IN,5,,3,,5,,5,,5,,"1701 MCDOWELL RD
EVANSVILLE, IN 47712
(37.960565, -87.684477)",02/01/2017
165444,WEST BEND HEALTH AND REHABILITATION,IA,5,,5,,5,,3,,5,,"203 FOURTH STREET NW
WEST BEND, IA 50597
(42.965926, -94.448658)",02/01/2017
165380,REHABILITATION CENTER OF BELMOND,IA,5,,4,,5,,5,,5,,"1107 SEVENTH STREET NE
BELMOND, IA 50421
(42.852508, -93.60295)",02/01/2017
175233,GALENA NURSING & REHAB CENTER,KS,5,,5,,5,,2,,3,,"1220 E 8TH STREET
GALENA, KS 66739
(37.073737, -94.625945)",02/01/2017
165450,PREMIER ESTATES OF TOLEDO,IA,3,,2,,5,,3,,3,,"403 GRANDVIEW DRIVE
TOLEDO, IA 52342
(41.986752, -92.587236)",02/01/2017
15E681,HILDEGARD HEALTH CENTER INC,IN,5,,5,,5,,5,,5,,"802 E 10TH ST
FERDINAND, IN 47532
(38.224048, -86.854832)",02/01/2017
155523,RICHLAND BEAN BLOSSOM HEALTH CARE CENTER,IN,2,,2,,4,,2,,4,,"5911 W SR
ELLETTSVILLE, IN 47429
(39.147313, -87.054475)",02/01/2017
155530,SOUTH SHORE HEALTH & REHABILITATION CENTER,IN,2,,1,,4,,4,,3,,"353 TYLER ST
GARY, IN 46402
(41.604424, -87.348513)",02/01/2017
185455,OAKLAWN HEALTH & REHABILITATION CENTER,KY,3,,2,,2,,4,,4,,"300 SHELBY STATION DRIVE
LOUISVILLE, KY 40245
(38.237896, -85.490375)",02/01/2017
165508,"MARTIN HEALTH CENTER, INC",IA,4,,3,,3,,4,,3,,"420 EAST 11TH STREET
CEDAR FALLS, IA 50613
(42.528672, -92.441166)",02/01/2017
175547,BRIGHTON PLACE WEST,KS,2,,3,,2,,1,,1,,"331 SW OAKLEY STREET
TOPEKA, KS 66606
(39.062172, -95.715415)",02/01/2017
175457,"PEABODY OPERATOR, LLC",KS,1,,1,,2,,2,,2,,"407 N LOCUST STREET
PEABODY, KS 66866
(38.168886, -97.112398)",02/01/2017
165541,RICEVILLE FAMILY CARE AND THERAPY CENTER,IA,2,,2,,4,,3,,5,,"915 WOODLAND AVENUE
RICEVILLE, IA 50466
(43.352836, -92.554232)",02/01/2017
165430,"THE ABBEY OF LEMARS, INC.",IA,2,,1,,5,,3,,5,,"320 FIRST AVENUE SE
LE MARS, IA 51031
(42.788441, -96.165089)",02/01/2017
165500,ROTARY SENIOR LIVING,IA,4,,2,,5,,4,,4,,"500 SOUTH BLAINE AVENUE
EAGLE GROVE, IA 50533
(42.660047, -93.893533)",02/01/2017
155707,SWISS VILLAGE,IN,5,,5,,4,,4,,4,,"1350 W MAIN ST
BERNE, IN 46711
(40.657266, -84.967773)",02/01/2017
175429,THE HOMESTEAD HEALTH & REHAB CENTER,KS,5,,3,,5,,4,,4,,"2308 N 3RD
GARDEN CITY, KS 67846
(37.98644, -100.8656)",02/01/2017
155659,KINDRED TRANSITIONAL CARE AND REHAB-SELLERSBURG,IN,5,,5,,4,,4,,4,,"7823 OLD HWY
SELLERSBURG, IN 47172
(38.3741, -85.76046)",02/01/2017
165082,SHADY OAKS CARE CENTER,IA,3,,2,,3,,4,,5,,"1409 WEST MAIN STREET
LAKE CITY, IA 51449
(42.265549, -94.751355)",02/01/2017
175404,BUHLER SUNSHINE HOME,KS,2,,2,,1,,5,,5,,"400 S BUHLER ROAD
BUHLER, KS 67522
(38.131697, -97.775839)",02/01/2017
165180,ODEBOLT SPECIALTY CARE,IA,1,,1,,1,,3,,4,,"801 SOUTH DES MOINES STREET
ODEBOLT, IA 51458
(42.304636, -95.245267)",02/01/2017
175141,MEDICALODGES ATCHISON,KS,3,,3,,3,,3,,3,,"1637 RILEY STREET
ATCHISON, KS 66002
(39.569282, -95.141544)",02/01/2017
175369,LOCUST GROVE VILLAGE,KS,1,,1,,2,,3,,4,,"701 W 6TH STREET
LA CROSSE, KS 67548
(38.528744, -99.315921)",02/01/2017
175189,THE FORUM AT OVERLAND PARK,KS,5,,4,,2,,5,,5,,"3501 W 95TH ST
OVERLAND PARK, KS 66206
(38.956783, -94.626633)",02/01/2017
155769,MORRISON WOODS HEALTH CAMPUS,IN,3,,2,,4,,4,,4,,"4100 N MORRISON RD
MUNCIE, IN 47304
(40.226829, -85.442732)",02/01/2017
165147,HENRY COUNTY HEALTH CENTER,IA,2,,3,,1,,3,,5,,"401 SOUTH VAN
MOUNT PLEASANT, IA 52641
(40.963987, -91.55924)",02/01/2017
165247,GOOD SAMARITAN SOCIETY - GEORGE,IA,4,,3,,5,,3,,5,,"324 FIRST AVENUE NORTH
GEORGE, IA 51237
(43.348535, -95.99432)",02/01/2017
15E667,LYNHURST HEALTHCARE,IN,3,,3,,2,,3,,4,,"5225 W MORRIS ST
INDIANAPOLIS, IN 46241
(39.750439, -86.248574)",02/01/2017
165512,MERCY LIVING CENTER NORTH,IA,4,,3,,5,,3,,5,,"600 14TH AVENUE NORTH
CLINTON, IA 52732
(41.860779, -90.191575)",02/01/2017
165226,MANLY SPECIALTY CARE,IA,5,,5,,4,,4,,4,,"601 E SOUTH STREET
MANLY, IA 50456
(43.284019, -93.196396)",02/01/2017
175387,PARKSIDE HOMES,KS,5,,4,,4,,5,,5,,"200 WILLOW RD
HILLSBORO, KS 67063
(38.343209, -97.205128)",02/01/2017
175512,THE CENTENNIAL HOMESTEAD,KS,2,,1,,2,,5,,5,,"311 E 2ND ST
WASHINGTON, KS 66968
(39.818586, -97.046324)",02/01/2017
155690,LINDBERG CROSSING SENIOR LIVING,IN,2,,2,,3,,3,,4,,"1821 LINDBERG RD
ANDERSON, IN 46012
(40.12048, -85.656397)",02/01/2017
165469,CEDAR HEALTH,IA,2,,1,,3,,4,,3,,"807 FIFTH STREET
CHARLES CITY, IA 50616
(43.060021, -92.683441)",02/01/2017
165217,CARING ACRES NURSING & REHAB CENTER,IA,4,,3,,5,,3,,2,,"1000 HILLCREST DRIVE
ANITA, IA 50020
(41.43619, -94.766783)",02/01/2017
165302,LINN HAVEN REHAB & HEALTHCARE,IA,3,,2,,5,,2,,4,,"530 SOUTH LINN AVENUE
NEW HAMPTON, IA 50659
(43.050914, -92.317826)",02/01/2017
175445,PIONEER RIDGE RETIREMENT COMMUNITY,KS,4,,4,,4,,4,,3,,"4851 HARVARD
LAWRENCE, KS 66049
(38.967716, -95.306019)",02/01/2017
165264,"QHC MITCHELLVILLE, LLC",IA,1,,1,,4,,1,,2,,"114 CARTER STREET SW
MITCHELLVILLE, IA 50169
(41.662425, -93.359497)",02/01/2017
165049,RIDGECREST VILLAGE,IA,4,,3,,4,,4,,4,,"4130 NORTHWEST BOULEVARD
DAVENPORT, IA 52806
(41.562807, -90.580705)",02/01/2017
175414,PINE VILLAGE,KS,5,,5,,4,,4,,3,,"86 TWENTY-SECOND AVE
MOUNDRIDGE, KS 67107
(38.182416, -97.555839)",02/01/2017
155579,MILLER'S MERRY MANOR,IN,2,,1,,5,,2,,4,,"7440 N COUNTY ROAD
HOPE, IN 47246
(39.277259, -85.757195)",02/01/2017
155736,MILL POND HEALTH CAMPUS,IN,3,,4,,1,,3,,5,,"1014 MILL POND LN
GREENCASTLE, IN 46135
(39.64042, -86.840785)",02/01/2017
175376,APOSTOLIC CHRISTIAN HOME,KS,5,,3,,5,,4,,4,,"511 PARAMOUNT STREET
SABETHA, KS 66534
(39.907474, -95.809408)",02/01/2017
155847,SILVER MEMORIES HEALTH CARE,IN,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,"6996 S US
VERSAILLES, IN 47042
(38.972223, -85.31375)",02/01/2017
155658,WESLEY MANOR HEALTH CENTER,IN,3,,4,,1,,4,,4,,"1555 N MAIN ST
FRANKFORT, IN 46041
(40.294507, -86.511531)",02/01/2017
155507,WHITEWATER COMMONS SENIOR LIVING,IN,3,,4,,2,,1,,2,,"215 W HIGH ST
LIBERTY, IN 47353
(39.636413, -84.933552)",02/01/2017
165268,THE REHABILITATION CENTER OF DES MOINES,IA,2,,1,,5,,2,,3,,"701 RIVERVIEW
DES MOINES, IA 50316
(41.60382, -93.609859)",02/01/2017
155526,PERSIMMON RIDGE REHABILITATION CENTRE,IN,3,,4,,1,,4,,4,,"200 N PARK ST
PORTLAND, IN 47371
(40.43426, -84.992086)",02/01/2017
16E702,MENTAL HEALTH INSTITUTE,IA,4,,3,,,Data Not Available,5,,5,,"1800 N 16TH STREET
CLARINDA, IA 51632
(40.756889, -95.037624)",02/01/2017
165353,VALLEY VUE CARE CENTER,IA,4,,3,,4,,4,,4,,"108 SECOND AVE
ARMSTRONG, IA 50514
(43.396238, -94.486404)",02/01/2017
165275,CREST HAVEN CARE CENTRE,IA,2,,2,,3,,3,,4,,"1000 EAST HOWARD
CRESTON, IA 50801
(41.060939, -94.349108)",02/01/2017
165584,BETHANY HOME,IA,4,,4,,4,,4,,4,,"1005 LINCOLN AVENUE
DUBUQUE, IA 52001
(42.519162, -90.662084)",02/01/2017
155631,WHITE RIVER LODGE,IN,4,,4,,3,,4,,4,,"3710 KENNY SIMPSON LN
BEDFORD, IN 47421
(38.83779, -86.507535)",02/01/2017
165361,ROLLING GREEN VILLAGE CARE CEN,IA,4,,3,,4,,4,,4,,"100 SIXTH STREET
NEVADA, IA 50201
(42.011717, -93.452372)",02/01/2017
165585,PEARL VALLEY REHABILITATION AND HEALTHCARE CENTER,IA,1,,1,,2,,2,,3,,"2002 CEDAR STREET
MUSCATINE, IA 52761
(41.435854, -91.06585)",02/01/2017
165533,"QHC HUMBOLDT NORTH, LLC",IA,2,,1,,5,,,Data Not Available,,Data Not Available,"1111 11TH AVE NORTH
HUMBOLDT, IA 50548
(42.733407, -94.225155)",02/01/2017
155665,PREMIER HEALTHCARE OF NORTH VERNON,IN,2,,1,,5,,2,,2,,"701 HENRY STREET
NORTH VERNON, IN 47265
(39.011447, -85.643998)",02/01/2017
175226,WINDSOR PLACE AT IOLA LLC,KS,4,,3,,4,,4,,5,,"600 E GARFIELD STREET
IOLA, KS 66749
(37.933491, -95.398066)",02/01/2017
165474,THE AMBASSADOR SIDNEY INC,IA,2,,2,,3,,3,,3,,"115 MAIN STREET
SIDNEY, IA 51652
(40.736249, -95.646993)",02/01/2017
155522,COMMUNITY PARKVIEW HEALTH AND LIVING,IN,2,,1,,3,,4,,4,,"2300 PARKVIEW LN
ELWOOD, IN 46036
(40.286925, -85.832559)",02/01/2017
155653,LAKE COUNTY NURSING AND REHABILITATION CENTER,IN,2,,1,,5,,3,,4,,"5025 MCCOOK AVE
EAST CHICAGO, IN 46312
(41.621971, -87.46623)",02/01/2017
175527,REGENT PARK REHABILITATION AND HEALTHCARE,KS,4,,4,,2,,4,,5,,"10604 EAST 13TH ST
WICHITA, KS 67206
(37.708474, -97.214051)",02/01/2017
165189,GOOD SAMARITAN SOCIETY - VILLISCA,IA,5,,4,,5,,3,,5,,"202 NORTH CENTRAL AVENUE
VILLISCA, IA 50864
(40.932984, -94.982508)",02/01/2017
175348,HILLTOP LODGE NURSING HOME,KS,1,,2,,1,,3,,3,,"815 N INDEPENDENCE AVENUE
BELOIT, KS 67420
(39.46675, -98.116255)",02/01/2017
175433,PARKVIEW HEIGHTS,KS,4,,4,,4,,3,,3,,"101 N PINE STREET
GARNETT, KS 66032
(38.284081, -95.238072)",02/01/2017
165506,"QHC WINTERSET SOUTH, LLC",IA,2,,2,,4,,3,,5,,"715 SOUTH SECOND AVENUE
WINTERSET, IA 50273
(41.329382, -94.015762)",02/01/2017
175334,GOOD SAMARITAN SOCIETY - LIBERAL,KS,2,,1,,2,,4,,4,,"2160 ZINNIA LANE
LIBERAL, KS 67901
(37.064107, -100.924909)",02/01/2017
175340,ALDERSGATE VILLAGE,KS,3,,2,,4,,4,,4,,"3220 SW ALBRIGHT DRIVE
TOPEKA, KS 66614
(39.008872, -95.789301)",02/01/2017
155535,WILLOW CROSSING HEALTH & REHABILITATION CENTER,IN,1,,1,,1,,3,,3,,"3550 CENTRAL AVE
COLUMBUS, IN 47203
(39.238517, -85.904277)",02/01/2017
175417,FRANKFORT COMMUNITY CARE HOME,KS,4,,4,,2,,3,,3,,"510 N WALNUT STREET
FRANKFORT, KS 66427
(39.705621, -96.411338)",02/01/2017
165478,ARBOR COURT,IA,3,,3,,4,,3,,3,,"701 EAST MAPLELEAF DRIVE
MOUNT PLEASANT, IA 52641
(40.973995, -91.543768)",02/01/2017
175324,"EL DORADO CARE & REHABILITATION CENTER, LLC",KS,2,,2,,3,,2,,3,,"900 COUNTRY CLUB LANE
EL DORADO, KS 67042
(37.839212, -96.838869)",02/01/2017
165482,UNITED PRESBYTERIAN HOME,IA,5,,4,,4,,5,,5,,"1203 EAST WASHINGTON STREET
WASHINGTON, IA 52353
(41.298273, -91.680244)",02/01/2017
175145,BROOKSIDE RETIREMENT COMMUNITY,KS,2,,2,,3,,2,,1,,"700 W 7TH STREET
OVERBROOK, KS 66524
(38.780747, -95.564652)",02/01/2017
165135,STRAWBERRY POINT LUTHERAN HOME,IA,3,,2,,2,,4,,3,,"313 ELKADER STREET
STRAWBERRY POINT, IA 52076
(42.686832, -91.534232)",02/01/2017
165352,EMMETSBURG CARE CENTER,IA,4,,3,,4,,4,,5,,"2405 21ST STREET
EMMETSBURG, IA 50536
(43.101163, -94.682312)",02/01/2017
165207,GOOD SAMARITAN SOCIETY - HOLSTEIN,IA,4,,3,,3,,4,,5,,"505 WEST SECOND STREET
HOLSTEIN, IA 51025
(42.489282, -95.550962)",02/01/2017
165386,COLONIAL MANOR OF ELMA,IA,5,,5,,5,,4,,5,,"407 9TH STREET
ELMA, IA 50628
(43.242573, -92.446427)",02/01/2017
175405,RAY E DILLON LIVING CENTER,KS,3,,2,,2,,5,,5,,"1901 E 23RD AVE
HUTCHINSON, KS 67502
(38.079564, -97.886011)",02/01/2017
165534,"QHC HUMBOLDT SOUTH, LLC",IA,4,,2,,5,,4,,5,,"800 13TH STREET SOUTH
HUMBOLDT, IA 50548
(42.712369, -94.227043)",02/01/2017
165458,SUTHERLAND CARE CENTER,IA,2,,1,,5,,4,,5,,"506 EAST FOURTH STREET
SUTHERLAND, IA 51058
(42.971721, -95.48978)",02/01/2017
155838,STONECROFT HEALTH CAMPUS,IN,5,,4,,5,,4,,4,,"363 SOUTH FIELDSTONE BLVD
BLOOMINGTON, IN 47403
(39.162439, -86.605737)",02/01/2017
165611,WILTON RETIREMENT COMMUNITY,IA,4,,2,,5,,4,,4,,"307 OVESEN DRIVE
WILTON, IA 52778
(41.596091, -91.014003)",02/01/2017
165516,CRESTRIDGE CARE CENTER,IA,2,,2,,2,,3,,3,,"1015 WESLEY DRIVE
MAQUOKETA, IA 52060
(42.066351, -90.681621)",02/01/2017
165252,WESTVIEW ACRES CARE CENTER,IA,2,,2,,4,,3,,3,,"203 S W LORRAINE
LEON, IA 50144
(40.738648, -93.761072)",02/01/2017
155848,ENMOTION RECOVERY CARE,IN,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,"1000 E MAIN STREET
DANVILLE, IN 46122
(39.760769, -86.500748)",02/01/2017
155798,ASHTON CREEK HEALTH AND REHABILITATION CENTER,IN,5,,5,,5,,5,,5,,"4111 PARK PLACE DRIVE
FORT WAYNE, IN 46845
(41.188488, -85.092123)",02/01/2017
165308,WEST RIDGE SPECIALTY CARE,IA,1,,2,,1,,2,,4,,"1904 WEST HOWARD STREET
KNOXVILLE, IA 50138
(41.311718, -93.116547)",02/01/2017
165288,ATLANTIC SPECIALTY CARE,IA,5,,5,,4,,4,,4,,"1300 EAST 19TH STREET
ATLANTIC, IA 50022
(41.392034, -94.995537)",02/01/2017
165214,LANTERN PARK SPECIALTY CARE,IA,4,,3,,5,,2,,3,,"2200 OAKDALE ROAD
CORALVILLE, IA 52241
(41.704426, -91.594659)",02/01/2017
175468,PRAIRIE MISSION RETIREMENT VILLAGE,KS,4,,4,,3,,4,,4,,"242 CARROLL ST
SAINT PAUL, KS 66771
(37.516879, -95.169086)",02/01/2017
165294,AVOCA SPECIALTY CARE,IA,1,,1,,3,,2,,3,,"610 EAST YORK STREET
AVOCA, IA 51521
(41.502035, -95.334522)",02/01/2017
175451,WHEAT STATE MANOR,KS,3,,2,,3,,5,,5,,"601 S MAIN ST
WHITEWATER, KS 67154
(37.957529, -97.149461)",02/01/2017
155744,LUTHERAN LIFE VILLAGES,IN,5,,5,,5,,4,,4,,"351 N ALLEN CHAPEL RD
KENDALLVILLE, IN 46755
(41.452215, -85.231718)",02/01/2017
155604,SAINT ANTHONY REHAB AND NURSING CENTER,IN,5,,5,,5,,4,,3,,"1205 N 14TH ST
LAFAYETTE, IN 47904
(40.429288, -86.882264)",02/01/2017
165411,SOUTHFIELD WELLNESS COMMUNITY,IA,4,,2,,5,,4,,4,,"2416 SOUTH DES MOINES STREET
WEBSTER CITY, IA 50595
(42.451136, -93.82074)",02/01/2017
175481,MOUNT HOPE NURSING CENTER,KS,4,,3,,5,,3,,3,,"704 E MAIN ST
MOUNT HOPE, KS 67108
(37.868692, -97.657735)",02/01/2017
165354,REHABILITATION CENTER OF HAMPTON,IA,5,,5,,2,,5,,5,,"700 SECOND STREET SE
HAMPTON, IA 50441
(42.735716, -93.204952)",02/01/2017
165467,"KANAWHA COMMUNITY HOME, INC.",IA,4,,4,,4,,4,,5,,"130 WEST SIXTH STREET
KANAWHA, IA 50447
(42.938737, -93.793671)",02/01/2017
155697,CLARK REHABILITATION AND SKILLED NURSING CENTER,IN,4,,3,,5,,2,,4,,"517 N LITTLE LEAGUE BLVD
CLARKSVILLE, IN 47129
(38.303968, -85.759792)",02/01/2017
175477,LEONARDVILLE NURSING HOME,KS,4,,4,,3,,4,,4,,"409 W BARTON STREET
LEONARDVILLE, KS 66449
(39.364418, -96.86295)",02/01/2017
175399,CHENEY GOLDEN AGE HOME,KS,5,,3,,5,,4,,4,,"724 N MAIN
CHENEY, KS 67025
(37.633549, -97.780918)",02/01/2017
165463,CRESTVIEW NURSING & REHAB,IA,1,,1,,3,,3,,3,,"2401 SOUTH DES MOINES STREET
WEBSTER CITY, IA 50595
(42.451194, -93.820741)",02/01/2017
165379,EDGEWOOD CONVALESCENT HOME,IA,2,,3,,4,,1,,2,,"513 BELL STREET
EDGEWOOD, IA 52042
(42.642748, -91.402439)",02/01/2017
175172,MANORCARE HEALTH SERVICES - TOPEKA,KS,2,,2,,4,,3,,3,,"2515 SW WANAMAKER ROAD
TOPEKA, KS 66614
(39.020246, -95.762322)",02/01/2017
165596,NORTH LAKE MANOR,IA,2,,1,,4,,5,,5,,"1325 NORTH LAKE AVENUE
STORM LAKE, IA 50588
(42.655393, -95.20075)",02/01/2017
15E247,ST PAUL HERMITAGE LLC,IN,4,,4,,2,,4,,4,,"501 N 17TH AVE
BEECH GROVE, IN 46107
(39.732113, -86.101756)",02/01/2017
165306,PARKVIEW CARE CENTER,IA,2,,1,,3,,4,,4,,"2237 HIGHWAY
FAIRFIELD, IA 52556
(40.982172, -91.963189)",02/01/2017
165377,WHEATLAND MANOR,IA,5,,5,,5,,4,,5,,"316 EAST LINCOLNWAY
WHEATLAND, IA 52777
(41.833406, -90.834608)",02/01/2017
155532,BLOOMINGTON NURSING AND REHABILITATION CENTER,IN,2,,2,,3,,2,,4,,"120 E MILLER DR
BLOOMINGTON, IN 47401
(39.146891, -86.529838)",02/01/2017
16E016,VIRGINIA GAY HOSPITAL,IA,5,,5,,5,,4,,5,,"502 NORTH NINTH AVENUE
VINTON, IA 52349
(42.173674, -92.013385)",02/01/2017
165208,GRANGER NURSING & REHABILITATION CENTER,IA,2,,1,,5,,3,,3,,"2001 KENNEDY STREET
GRANGER, IA 50109
(41.762444, -93.830372)",02/01/2017
155670,SIGNATURE HEALTHCARE OF NEWBURGH,IN,2,,2,,4,,3,,4,,"5233 ROSEBUD LANE
NEWBURGH, IN 47630
(37.959436, -87.448814)",02/01/2017
16F002,DAVE'S PLACE,IA,4,,3,,3,,4,,5,,"3140 PLANK ROAD
KEOKUK, IA 52632
(40.4214, -91.407155)",02/01/2017
155614,LINCOLN HILLS OF NEW ALBANY,IN,4,,4,,2,,3,,3,,"326 COUNTRY CLUB DRIVE
NEW ALBANY, IN 47150
(38.304217, -85.830182)",02/01/2017
165249,GOOD SAMARITAN SOCIETY - NEWELL,IA,3,,2,,5,,3,,4,,"415 WEST HIGHWAY
NEWELL, IA 50568
(42.603906, -95.00768)",02/01/2017
165145,EMBASSY HEALTHCARE COMMUNITY,IA,2,,1,,5,,4,,5,,"206 PORT NEAL ROAD
SERGEANT BLUFF, IA 51054
(42.397235, -96.355448)",02/01/2017
16E263,SANFORD SENIOR CARE SHELDON,IA,4,,2,,5,,4,,4,,"118 NORTH SEVENTH AVENUE
SHELDON, IA 51201
(43.186307, -95.847268)",02/01/2017
165333,HALLMARK CARE CENTER,IA,5,,4,,5,,5,,5,,"215 HIGHWAY
MOUNT VERNON, IA 52314
(41.916264, -91.423814)",02/01/2017
165299,CRESTVIEW ACRES,IA,1,,1,,3,,1,,2,,"1485 GRAND
MARION, IA 52302
(42.020502, -91.594585)",02/01/2017
175456,VILLA MARIA,KS,3,,2,,2,,4,,3,,"116 S CENTRAL AVE
MULVANE, KS 67110
(37.474738, -97.240836)",02/01/2017
175297,TOPEKA PRESBYTERIAN MANOR,KS,4,,3,,4,,5,,5,,"4712 SW 6TH AVE
TOPEKA, KS 66606
(39.058354, -95.740942)",02/01/2017
175309,ARKANSAS CITY PRESBYTERIAN MANOR,KS,5,,5,,4,,4,,4,,"1711 N 4TH STREET
ARKANSAS CITY, KS 67005
(37.083368, -97.044653)",02/01/2017
165460,KAREN ACRES CARE CENTER,IA,3,,2,,5,,3,,5,,"3605 ELM DRIVE
URBANDALE, IA 50322
(41.628025, -93.724373)",02/01/2017
165176,MERCY LIVING PLUS,IA,5,,4,,5,,5,,5,,"201 EIGHTH AVENUE SE
OELWEIN, IA 50662
(42.674914, -91.902622)",02/01/2017
165590,CLARENCE NURSING HOME,IA,5,,5,,5,,2,,3,,"402 2ND AVENUE
CLARENCE, IA 52216
(41.88525, -91.062804)",02/01/2017
175416,ELMHAVEN WEST NURSING HOME,KS,2,,2,,1,,4,,5,,"1315 S 15TH STREET
PARSONS, KS 67357
(37.328183, -95.257595)",02/01/2017
155756,COVENTRY MEADOWS,IN,4,,3,,5,,2,,4,,"7843 W JEFFERSON BLVD
FORT WAYNE, IN 46804
(41.038816, -85.24377)",02/01/2017
165373,"LONGVIEW HOME, INC",IA,4,,2,,5,,4,,3,,"1010 LONGVIEW ROAD
MISSOURI VALLEY, IA 51555
(41.566876, -95.884253)",02/01/2017
165605,KENNYBROOK VILLAGE,IA,5,,3,,5,,4,,4,,"200 SW BROOKSIDE DRIVE
GRIMES, IA 50111
(41.687866, -93.80598)",02/01/2017
165291,"FRIENDSHIP HAVEN, INC",IA,4,,3,,3,,5,,5,,"420 SOUTH KENYON ROAD
FORT DODGE, IA 50501
(42.484465, -94.207346)",02/01/2017
165424,BETHANY LIFE,IA,2,,1,,2,,4,,5,,"212 LAFAYETTE STREET
STORY CITY, IA 50248
(42.181532, -93.592545)",02/01/2017
165514,RAMSEY VILLAGE,IA,4,,3,,4,,4,,4,,"1611 27TH STREET
DES MOINES, IA 50310
(41.608585, -93.653561)",02/01/2017
165398,"ACCURA HEALTHCARE OF BAXTER, LLC",IA,2,,2,,4,,3,,4,,"407 SOUTH EAST AVENUE
BAXTER, IA 50028
(41.820817, -93.144795)",02/01/2017
155578,MILLER'S MERRY MANOR,IN,4,,4,,4,,3,,4,,"220 E DUNN RD
NEW CARLISLE, IN 46552
(41.70145, -86.507677)",02/01/2017
175151,LAWRENCE MEMORIAL HOSPITAL SNF,KS,3,,4,,1,,2,,4,,"325 MAINE STREET
LAWRENCE, KS 66044
(38.97815, -95.247649)",02/01/2017
155759,GLEN OAKS HEALTH CAMPUS,IN,3,,3,,4,,2,,4,,"601 W CR
NEW CASTLE, IN 47362
(39.902519, -85.39422)",02/01/2017
165149,ROWLEY MEMORIAL MASONIC HOME,IA,2,,1,,5,,3,,3,,"3000 EAST WILLIS AVENUE
PERRY, IA 50220
(41.838511, -94.076149)",02/01/2017
175280,FLINT HILLS CARE CENTER,KS,1,,1,,1,,2,,2,,"1620 WHEELER STREET
EMPORIA, KS 66801
(38.418428, -96.212357)",02/01/2017
155843,"SPRINGS OF RICHMOND, THE",IN,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,"400 INDUSTRIES ROAD
RICHMOND, IN 47374
(39.862432, -84.906876)",02/01/2017
155786,ALLISONVILLE MEADOWS,IN,3,,2,,5,,3,,4,,"10312 ALLISONVILLE RD
FISHERS, IN 46038
(39.937081, -86.054053)",02/01/2017
175374,EASTRIDGE,KS,5,,5,,5,,5,,5,,"604 1ST STREET
CENTRALIA, KS 66415
(39.724154, -96.124565)",02/01/2017
175464,MEDICALODGES INDEPENDENCE,KS,2,,1,,4,,5,,5,,"1000 MULBERRY
INDEPENDENCE, KS 67301
(37.247403, -95.717156)",02/01/2017
16E118,GENESIS MEDICAL CENTER-DEWITT,IA,5,,5,,2,,4,,4,,"1118 11TH STREET
DE WITT, IA 52742
(41.825795, -90.547286)",02/01/2017
155760,"MAPLES AT WATERFORD CROSSING, THE",IN,2,,2,,4,,3,,5,,"1332 WATERFORD CIR
GOSHEN, IN 46526
(41.543222, -85.815793)",02/01/2017
155678,WATERFORD PLACE HEALTH CAMPUS,IN,5,,3,,5,,5,,5,,"800 ST JOSEPH DR
KOKOMO, IN 46901
(40.494808, -86.161875)",02/01/2017
165312,FONDA SPECIALTY CARE,IA,2,,3,,1,,3,,5,,"607 QUEEN STREET
FONDA, IA 50540
(42.586027, -94.842156)",02/01/2017
175298,"BIG BLUE HEALTHCARE, INC, DBA RIVERBEND POST ACUTE",KS,3,,2,,4,,4,,4,,"7850 FREEMAN AVENUE
KANSAS CITY, KS 66112
(39.122483, -94.762185)",02/01/2017
165399,REGENCY CARE CENTER,IA,2,,1,,4,,4,,3,,"815 HIGH ROAD
NORWALK, IA 50211
(41.48267, -93.678245)",02/01/2017
175315,"PRATT OPERATOR, LLC",KS,2,,1,,5,,2,,4,,"1221 LARIMER STREET
PRATT, KS 67124
(37.656991, -98.727443)",02/01/2017
175238,LOUISBURG HEALTHCARE & REHAB CENTER,KS,2,,2,,2,,2,,4,,"1200 S BROADWAY
LOUISBURG, KS 66053
(38.611217, -94.681725)",02/01/2017
165468,EASTERN STAR MASONIC HOME,IA,2,,1,,3,,5,,5,,"715 WEST THIRD STREET
BOONE, IA 50036
(42.059352, -93.902231)",02/01/2017
